Date,Day,Month,River,Gen_Dam,Wind,Rainfall,Rank_Dam,New_Rainfall
2/14/2014,14,February,"Sungai Lebir, Tualang",29.3,1,5,2,0
2/15/2014,15,February,"Sungai Lebir, Tualang",29.15,1,5,2,0
2/16/2014,16,February,"Sungai Lebir, Tualang",29.15,1.1,5,2,1
2/17/2014,17,February,"Sungai Lebir, Tualang",28.96,1.1,5,2,1
2/18/2014,18,February,"Sungai Lebir, Tualang",28.77,1.3,5,2,1
2/19/2014,19,February,"Sungai Lebir, Tualang",28.72,0.9,5,2,2
2/20/2014,20,February,"Sungai Lebir, Tualang",28.6,1.1,5,2,0
2/21/2014,21,February,"Sungai Lebir, Tualang",28.33,1,5,2,1
2/22/2014,22,February,"Sungai Lebir, Tualang",28.32,1.1,5,2,2
2/23/2014,23,February,"Sungai Lebir, Tualang",27.96,1.3,5,2,2
2/24/2014,24,February,"Sungai Lebir, Tualang",27.94,1,5,2,1
2/25/2014,25,February,"Sungai Lebir, Tualang",27.8,1.3,5,2,4
2/26/2014,26,February,"Sungai Lebir, Tualang",27.76,1.2,5,2,3
2/27/2014,27,February,"Sungai Lebir, Tualang",27.51,1,5,2,1
2/28/2014,28,February,"Sungai Lebir, Tualang",27.41,1.1,5,2,3
3/1/2014,1,March,"Sungai Lebir, Tualang",27.36,1,5,2,0
3/2/2014,2,March,"Sungai Lebir, Tualang",27.34,1,4,2,2
3/3/2014,3,March,"Sungai Lebir, Tualang",26.9,0.9,4,1,5
3/4/2014,4,March,"Sungai Lebir, Tualang",26.69,1.2,4,1,2
3/5/2014,5,March,"Sungai Lebir, Tualang",26.56,1,4,1,2
3/6/2014,6,March,"Sungai Lebir, Tualang",26.51,1.2,4,1,2
3/7/2014,7,March,"Sungai Lebir, Tualang",26.51,1.2,4,1,0
3/8/2014,8,March,"Sungai Lebir, Tualang",26.49,1.2,4,1,0
3/9/2014,9,March,"Sungai Lebir, Tualang",26.48,1.3,4,1,2
3/10/2014,10,March,"Sungai Lebir, Tualang",26.36,1.2,4,1,2
3/11/2014,11,March,"Sungai Lebir, Tualang",26.14,1.1,4,1,2
3/12/2014,12,March,"Sungai Lebir, Tualang",25.96,0.8,4,1,2
3/13/2014,13,March,"Sungai Lebir, Tualang",25.86,0.7,4,1,2
3/14/2014,14,March,"Sungai Lebir, Tualang",25.79,1,4,1,4
3/15/2014,15,March,"Sungai Lebir, Tualang",25.77,1.1,4,1,3
3/16/2014,16,March,"Sungai Lebir, Tualang",25.74,1,4,1,0
3/17/2014,17,March,"Sungai Lebir, Tualang",25.62,1.4,4,1,1
3/18/2014,18,March,"Sungai Lebir, Tualang",25.56,1,4,1,2
3/19/2014,19,March,"Sungai Lebir, Tualang",25.44,1,4,1,0
3/20/2014,20,March,"Sungai Lebir, Tualang",25.32,0.9,4,1,2
3/21/2014,21,March,"Sungai Lebir, Tualang",25.21,0.9,4,1,0
3/22/2014,22,March,"Sungai Lebir, Tualang",24.78,1.1,4,1,1
3/23/2014,23,March,"Sungai Lebir, Tualang",24.66,0.9,4,1,3
3/24/2014,24,March,"Sungai Lebir, Tualang",24.56,1.2,4,1,0
3/25/2014,25,March,"Sungai Lebir, Tualang",24.52,0.9,4,1,0
3/26/2014,26,March,"Sungai Lebir, Tualang",24.51,0.9,4,1,0
3/27/2014,27,March,"Sungai Lebir, Tualang",24.47,1,4,1,0
3/28/2014,28,March,"Sungai Lebir, Tualang",24.38,1,4,1,2
3/29/2014,29,March,"Sungai Lebir, Tualang",24.33,0.7,4,1,2
3/30/2014,30,March,"Sungai Lebir, Tualang",24.3,1,4,1,0
3/31/2014,31,March,"Sungai Lebir, Tualang",24.21,1.1,4,1,0
4/1/2014,1,April,"Sungai Lebir, Tualang",24.05,0.8,4,1,2
4/2/2014,2,April,"Sungai Lebir, Tualang",24,0.9,4,1,4
4/3/2014,3,April,"Sungai Lebir, Tualang",23.95,0.8,3,1,2
4/4/2014,4,April,"Sungai Lebir, Tualang",23.66,0.9,3,1,0
4/5/2014,5,April,"Sungai Lebir, Tualang",23.42,0.8,3,1,1
4/6/2014,6,April,"Sungai Lebir, Tualang",23.34,0.9,3,1,3
4/7/2014,7,April,"Sungai Lebir, Tualang",22.94,0.9,3,1,2
4/8/2014,8,April,"Sungai Lebir, Tualang",22.91,0.8,3,1,4
4/9/2014,9,April,"Sungai Lebir, Tualang",22.75,1,3,1,0
4/10/2014,10,April,"Sungai Lebir, Tualang",22.69,1.1,3,1,3
4/11/2014,11,April,"Sungai Lebir, Tualang",22.63,1,3,1,0
4/12/2014,12,April,"Sungai Lebir, Tualang",22.61,1,3,1,2
4/13/2014,13,April,"Sungai Lebir, Tualang",22.46,1,3,1,2
4/14/2014,14,April,"Sungai Lebir, Tualang",22.36,1,3,1,2
4/15/2014,15,April,"Sungai Lebir, Tualang",22.13,1.2,3,1,0
4/16/2014,16,April,"Sungai Lebir, Tualang",21.98,1.1,3,1,1
4/17/2014,17,April,"Sungai Lebir, Tualang",21.98,1,3,1,0
4/18/2014,18,April,"Sungai Lebir, Tualang",21.95,1,3,1,0
4/19/2014,19,April,"Sungai Lebir, Tualang",21.74,1,3,1,0
4/20/2014,20,April,"Sungai Lebir, Tualang",21.54,0.9,3,1,2
4/21/2014,21,April,"Sungai Lebir, Tualang",21.37,1,3,1,0
4/22/2014,22,April,"Sungai Lebir, Tualang",21.32,1.1,3,1,1
4/23/2014,23,April,"Sungai Lebir, Tualang",21.23,1.1,3,1,3
4/24/2014,24,April,"Sungai Lebir, Tualang",21.15,1.1,3,1,4
4/25/2014,25,April,"Sungai Lebir, Tualang",21.1,0.7,3,1,1
4/26/2014,26,April,"Sungai Lebir, Tualang",21.1,0.4,3,1,3
4/27/2014,27,April,"Sungai Lebir, Tualang",20.93,0.9,3,1,0
4/28/2014,28,April,"Sungai Lebir, Tualang",20.89,0.8,3,1,0
4/29/2014,29,April,"Sungai Lebir, Tualang",20.73,1,3,1,0
4/30/2014,30,April,"Sungai Lebir, Tualang",20.63,0.9,2,1,3
5/1/2014,1,May,"Sungai Lebir, Tualang",20.58,0.8,2,1,4
5/2/2014,2,May,"Sungai Lebir, Tualang",20.56,0.9,2,1,0
5/3/2014,3,May,"Sungai Lebir, Tualang",20.55,1.1,2,1,2
5/4/2014,4,May,"Sungai Lebir, Tualang",20.53,1,2,1,3
5/5/2014,5,May,"Sungai Lebir, Tualang",20.25,0.9,2,1,3
5/6/2014,6,May,"Sungai Lebir, Tualang",20.22,0.9,2,1,2
5/7/2014,7,May,"Sungai Lebir, Tualang",20.22,1.1,2,1,0
5/8/2014,8,May,"Sungai Lebir, Tualang",20.18,1,2,1,0
5/9/2014,9,May,"Sungai Lebir, Tualang",20.1,1.1,2,1,1
5/10/2014,10,May,"Sungai Lebir, Tualang",20.06,0.8,2,1,1
5/11/2014,11,May,"Sungai Lebir, Tualang",19.95,1.1,2,1,0
5/12/2014,12,May,"Sungai Lebir, Tualang",19.84,0.8,2,1,0
5/13/2014,13,May,"Sungai Lebir, Tualang",19.53,1.1,2,1,6
5/14/2014,14,May,"Sungai Lebir, Tualang",19.37,1.4,2,1,4
5/15/2014,15,May,"Sungai Lebir, Tualang",19.19,0.9,2,1,2
5/16/2014,16,May,"Sungai Lebir, Tualang",19.18,1.1,2,1,0
5/17/2014,17,May,"Sungai Lebir, Tualang",19,0.5,2,1,4
5/18/2014,18,May,"Sungai Lebir, Tualang",18.83,0.9,2,1,0
5/19/2014,19,May,"Sungai Lebir, Tualang",18.79,0.5,2,1,1
5/20/2014,20,May,"Sungai Lebir, Tualang",18.49,1,2,1,0
5/21/2014,21,May,"Sungai Lebir, Tualang",18.47,1.4,2,1,2
5/22/2014,22,May,"Sungai Lebir, Tualang",18.46,0.7,2,1,1
5/23/2014,23,May,"Sungai Lebir, Tualang",18.43,1.2,2,1,3
5/24/2014,24,May,"Sungai Lebir, Tualang",18.33,0.9,2,1,0
5/25/2014,25,May,"Sungai Lebir, Tualang",18.3,0.8,2,1,0
5/26/2014,26,May,"Sungai Lebir, Tualang",18.07,0.9,2,1,0
5/27/2014,27,May,"Sungai Lebir, Tualang",17.99,1.1,2,1,1
5/28/2014,28,May,"Sungai Lebir, Tualang",17.95,1.2,2,1,1
5/29/2014,29,May,"Sungai Lebir, Tualang",17.69,1.2,2,1,0
5/30/2014,30,May,"Sungai Lebir, Tualang",17.11,1.1,2,1,0
5/31/2014,31,May,"Sungai Lebir, Tualang",17.05,0.8,2,1,1
6/1/2014,1,June,"Sungai Lebir, Tualang",16.8,1.2,1,1,2
6/2/2014,2,June,"Sungai Lebir, Tualang",16.65,1.2,1,1,1
6/3/2014,3,June,"Sungai Lebir, Tualang",16.25,0.9,1,1,0
6/4/2014,4,June,"Sungai Lebir, Tualang",16.17,1.1,1,1,2
6/5/2014,5,June,"Sungai Lebir, Tualang",16.1,1.3,1,1,1
6/6/2014,6,June,"Sungai Lebir, Tualang",16.02,0.9,1,1,2
6/7/2014,7,June,"Sungai Lebir, Tualang",15.87,0.9,1,1,3
6/8/2014,8,June,"Sungai Lebir, Tualang",15.53,0.9,1,1,1
6/9/2014,9,June,"Sungai Lebir, Tualang",15.46,0.8,1,1,0
6/10/2014,10,June,"Sungai Lebir, Tualang",15.37,0.6,1,1,4
6/11/2014,11,June,"Sungai Lebir, Tualang",15.37,0.8,1,1,2
6/12/2014,12,June,"Sungai Lebir, Tualang",15.14,1,1,1,0
6/13/2014,13,June,"Sungai Lebir, Tualang",15.06,1.2,1,1,2
6/14/2014,14,June,"Sungai Lebir, Tualang",14.82,0.8,1,1,1
6/15/2014,15,June,"Sungai Lebir, Tualang",14.72,1.1,1,1,1
6/16/2014,16,June,"Sungai Lebir, Tualang",14.58,1.2,1,1,3
6/17/2014,17,June,"Sungai Lebir, Tualang",14.25,1.4,1,1,0
6/18/2014,18,June,"Sungai Lebir, Tualang",13.85,0.5,1,1,3
6/19/2014,19,June,"Sungai Lebir, Tualang",13.7,0.8,1,1,3
6/20/2014,20,June,"Sungai Lebir, Tualang",12.97,1.1,1,1,2
6/21/2014,21,June,"Sungai Lebir, Tualang",12.72,1.2,1,1,2
6/22/2014,22,June,"Sungai Lebir, Tualang",12.25,1.1,1,1,0
6/23/2014,23,June,"Sungai Lebir, Tualang",12.04,1.1,1,1,3
6/24/2014,24,June,"Sungai Lebir, Tualang",11.92,1.2,1,1,0
6/25/2014,25,June,"Sungai Lebir, Tualang",10.87,1,1,1,0
6/26/2014,26,June,"Sungai Lebir, Tualang",10.83,1.1,1,1,3
6/27/2014,27,June,"Sungai Lebir, Tualang",10.16,1.2,1,1,1
6/28/2014,28,June,"Sungai Lebir, Tualang",9.27,1,1,1,1
6/29/2014,29,June,"Sungai Lebir, Tualang",9.11,1.1,1,1,0
6/30/2014,30,June,"Sungai Lebir, Tualang",5.93,1.3,1,1,3
7/1/2014,1,July,"Sungai Lebir, Tualang",1.52,1.1,1,1,0
7/2/2014,2,July,"Sungai Lebir, Tualang",3.74,0.7,1,1,1
7/3/2014,3,July,"Sungai Lebir, Tualang",5.2,0.9,1,1,0
7/4/2014,4,July,"Sungai Lebir, Tualang",6.92,0.7,1,1,1
7/5/2014,5,July,"Sungai Lebir, Tualang",7.47,1.1,1,1,1
7/6/2014,6,July,"Sungai Lebir, Tualang",8.35,1,1,1,0
7/7/2014,7,July,"Sungai Lebir, Tualang",9.63,0.7,1,1,2
7/8/2014,8,July,"Sungai Lebir, Tualang",9.73,1.2,1,1,4
7/9/2014,9,July,"Sungai Lebir, Tualang",9.96,0.8,1,1,1
7/10/2014,10,July,"Sungai Lebir, Tualang",10.09,0.4,1,1,2
7/11/2014,11,July,"Sungai Lebir, Tualang",10.77,0.6,1,1,2
7/12/2014,12,July,"Sungai Lebir, Tualang",11.06,0.9,1,1,1
7/13/2014,13,July,"Sungai Lebir, Tualang",11.4,0.7,1,1,2
7/14/2014,14,July,"Sungai Lebir, Tualang",11.42,0.7,1,1,0
7/15/2014,15,July,"Sungai Lebir, Tualang",11.53,0.9,1,1,1
7/16/2014,16,July,"Sungai Lebir, Tualang",11.75,0.8,1,1,2
7/17/2014,17,July,"Sungai Lebir, Tualang",12.27,0.9,1,1,0
7/18/2014,18,July,"Sungai Lebir, Tualang",12.61,0.4,1,1,2
7/19/2014,19,July,"Sungai Lebir, Tualang",12.63,0.5,1,1,3
7/20/2014,20,July,"Sungai Lebir, Tualang",12.82,0.7,1,1,2
7/21/2014,21,July,"Sungai Lebir, Tualang",13.09,0.4,1,1,0
7/22/2014,22,July,"Sungai Lebir, Tualang",13.19,0.8,1,1,3
7/23/2014,23,July,"Sungai Lebir, Tualang",13.52,0.7,1,1,3
7/24/2014,24,July,"Sungai Lebir, Tualang",13.71,0.4,1,1,3
7/25/2014,25,July,"Sungai Lebir, Tualang",13.84,0.6,1,1,0
7/26/2014,26,July,"Sungai Lebir, Tualang",14.04,0.6,1,1,1
7/27/2014,27,July,"Sungai Lebir, Tualang",14.32,0.4,1,1,1
7/28/2014,28,July,"Sungai Lebir, Tualang",14.46,0.3,1,1,2
7/29/2014,29,July,"Sungai Lebir, Tualang",14.62,0.8,1,1,2
7/30/2014,30,July,"Sungai Lebir, Tualang",14.74,0.9,1,1,3
7/31/2014,31,July,"Sungai Lebir, Tualang",14.79,0.9,1,1,2
8/1/2014,1,August,"Sungai Lebir, Tualang",14.85,0.8,1,1,0
8/2/2014,2,August,"Sungai Lebir, Tualang",15.02,0.8,1,1,0
8/3/2014,3,August,"Sungai Lebir, Tualang",15.5,0.8,1,1,2
8/4/2014,4,August,"Sungai Lebir, Tualang",15.57,1.1,1,1,2
8/5/2014,5,August,"Sungai Lebir, Tualang",15.57,0.3,1,1,2
8/6/2014,6,August,"Sungai Lebir, Tualang",15.89,0.6,1,1,3
8/7/2014,7,August,"Sungai Lebir, Tualang",15.97,0.6,1,1,0
8/8/2014,8,August,"Sungai Lebir, Tualang",15.99,0.4,1,1,2
8/9/2014,9,August,"Sungai Lebir, Tualang",16.44,0.6,1,1,3
8/10/2014,10,August,"Sungai Lebir, Tualang",16.58,0.7,1,1,2
8/11/2014,11,August,"Sungai Lebir, Tualang",16.58,0.7,1,1,0
8/12/2014,12,August,"Sungai Lebir, Tualang",16.96,0.9,1,1,3
8/13/2014,13,August,"Sungai Lebir, Tualang",16.96,0.9,1,1,3
8/14/2014,14,August,"Sungai Lebir, Tualang",17.36,0.7,1,1,5
8/15/2014,15,August,"Sungai Lebir, Tualang",17.42,0.7,1,1,5
8/16/2014,16,August,"Sungai Lebir, Tualang",17.54,0.7,1,1,2
8/17/2014,17,August,"Sungai Lebir, Tualang",17.62,0.8,1,1,1
8/18/2014,18,August,"Sungai Lebir, Tualang",17.69,0.7,1,1,0
8/19/2014,19,August,"Sungai Lebir, Tualang",17.7,0.9,1,1,0
8/20/2014,20,August,"Sungai Lebir, Tualang",17.77,0.9,1,1,0
8/21/2014,21,August,"Sungai Lebir, Tualang",17.87,0.4,1,1,3
8/22/2014,22,August,"Sungai Lebir, Tualang",17.94,0.8,1,1,0
8/23/2014,23,August,"Sungai Lebir, Tualang",18.36,0.6,1,1,1
8/24/2014,24,August,"Sungai Lebir, Tualang",18.37,0.9,1,1,2
8/25/2014,25,August,"Sungai Lebir, Tualang",18.46,1,1,1,1
8/26/2014,26,August,"Sungai Lebir, Tualang",18.79,1.1,1,1,0
8/27/2014,27,August,"Sungai Lebir, Tualang",18.8,0.9,1,1,5
8/28/2014,28,August,"Sungai Lebir, Tualang",18.8,1.1,1,1,2
8/29/2014,29,August,"Sungai Lebir, Tualang",18.89,0.9,1,1,1
8/30/2014,30,August,"Sungai Lebir, Tualang",19.33,1.2,1,1,0
8/31/2014,31,August,"Sungai Lebir, Tualang",19.44,0.8,1,1,0
9/1/2014,1,September,"Sungai Lebir, Tualang",19.54,0.6,1,1,0
9/2/2014,2,September,"Sungai Lebir, Tualang",19.69,0.8,1,1,0
9/3/2014,3,September,"Sungai Lebir, Tualang",19.69,0.7,1,1,2
9/4/2014,4,September,"Sungai Lebir, Tualang",19.71,0.7,1,1,0
9/5/2014,5,September,"Sungai Lebir, Tualang",19.73,0.7,1,1,1
9/6/2014,6,September,"Sungai Lebir, Tualang",19.92,0.8,1,1,0
9/7/2014,7,September,"Sungai Lebir, Tualang",20.07,0.6,1,1,1
9/8/2014,8,September,"Sungai Lebir, Tualang",20.75,0.6,1,1,0
9/9/2014,9,September,"Sungai Lebir, Tualang",21.03,0.8,1,1,0
9/10/2014,10,September,"Sungai Lebir, Tualang",21.39,0.5,1,1,3
9/11/2014,11,September,"Sungai Lebir, Tualang",21.4,0.7,1,1,2
9/12/2014,12,September,"Sungai Lebir, Tualang",21.62,0.9,1,1,2
9/13/2014,13,September,"Sungai Lebir, Tualang",21.68,1,1,1,4
9/14/2014,14,September,"Sungai Lebir, Tualang",21.73,0.8,1,1,4
9/15/2014,15,September,"Sungai Lebir, Tualang",21.81,0.5,1,1,2
9/16/2014,16,September,"Sungai Lebir, Tualang",21.91,1.2,1,1,2
9/17/2014,17,September,"Sungai Lebir, Tualang",21.91,0.8,1,1,1
9/18/2014,18,September,"Sungai Lebir, Tualang",21.93,0.7,1,1,0
9/19/2014,19,September,"Sungai Lebir, Tualang",21.97,0.9,1,1,0
9/20/2014,20,September,"Sungai Lebir, Tualang",21.98,0.6,2,1,0
9/21/2014,21,September,"Sungai Lebir, Tualang",22.44,0.6,2,1,0
9/22/2014,22,September,"Sungai Lebir, Tualang",22.56,0.8,2,1,2
9/23/2014,23,September,"Sungai Lebir, Tualang",22.62,0.7,2,1,0
9/24/2014,24,September,"Sungai Lebir, Tualang",22.67,0.4,2,1,2
9/25/2014,25,September,"Sungai Lebir, Tualang",22.71,0.7,2,1,0
9/26/2014,26,September,"Sungai Lebir, Tualang",22.79,0.7,2,1,2
9/27/2014,27,September,"Sungai Lebir, Tualang",23.01,0.8,2,1,2
9/28/2014,28,September,"Sungai Lebir, Tualang",23.06,0.6,2,1,2
9/29/2014,29,September,"Sungai Lebir, Tualang",23.1,0.8,2,1,4
9/30/2014,30,September,"Sungai Lebir, Tualang",23.15,0.8,2,1,0
10/1/2014,1,October,"Sungai Lebir, Tualang",23.17,0.9,2,1,0
10/2/2014,2,October,"Sungai Lebir, Tualang",23.21,1,2,1,0
10/3/2014,3,October,"Sungai Lebir, Tualang",23.22,0.8,2,1,0
10/4/2014,4,October,"Sungai Lebir, Tualang",23.25,1,2,1,1
10/5/2014,5,October,"Sungai Lebir, Tualang",23.66,0.8,2,1,0
10/6/2014,6,October,"Sungai Lebir, Tualang",23.87,1,2,1,1
10/7/2014,7,October,"Sungai Lebir, Tualang",24.25,0.3,2,1,6
10/8/2014,8,October,"Sungai Lebir, Tualang",24.26,0.5,2,1,0
10/9/2014,9,October,"Sungai Lebir, Tualang",24.32,0.5,2,1,0
10/10/2014,10,October,"Sungai Lebir, Tualang",24.35,0.3,2,1,3
10/11/2014,11,October,"Sungai Lebir, Tualang",24.37,0.3,3,1,2
10/12/2014,12,October,"Sungai Lebir, Tualang",24.44,0.5,3,1,0
10/13/2014,13,October,"Sungai Lebir, Tualang",24.5,0.7,3,1,2
10/14/2014,14,October,"Sungai Lebir, Tualang",24.55,0.6,3,1,2
10/15/2014,15,October,"Sungai Lebir, Tualang",24.61,0.5,3,1,1
10/16/2014,16,October,"Sungai Lebir, Tualang",25.07,0.5,3,1,0
10/17/2014,17,October,"Sungai Lebir, Tualang",25.24,0.5,3,1,3
10/18/2014,18,October,"Sungai Lebir, Tualang",25.33,0.7,3,1,0
10/19/2014,19,October,"Sungai Lebir, Tualang",25.37,0.6,3,1,1
10/20/2014,20,October,"Sungai Lebir, Tualang",25.57,0.5,3,1,0
10/21/2014,21,October,"Sungai Lebir, Tualang",25.68,0.5,3,1,0
10/22/2014,22,October,"Sungai Lebir, Tualang",25.87,0.4,3,1,3
10/23/2014,23,October,"Sungai Lebir, Tualang",25.9,0.7,3,1,1
10/24/2014,24,October,"Sungai Lebir, Tualang",26.31,0.6,3,1,0
10/25/2014,25,October,"Sungai Lebir, Tualang",26.34,0.7,3,1,2
10/26/2014,26,October,"Sungai Lebir, Tualang",26.35,1.3,3,1,3
10/27/2014,27,October,"Sungai Lebir, Tualang",26.39,0.6,4,1,2
10/28/2014,28,October,"Sungai Lebir, Tualang",26.43,0.7,4,1,1
10/29/2014,29,October,"Sungai Lebir, Tualang",26.52,0.6,4,1,0
10/30/2014,30,October,"Sungai Lebir, Tualang",26.8,0.6,4,1,0
10/31/2014,31,October,"Sungai Lebir, Tualang",26.99,1.2,4,1,2
11/1/2014,1,November,"Sungai Lebir, Tualang",27.1,1,4,2,1
11/2/2014,2,November,"Sungai Lebir, Tualang",27.32,0.4,4,2,4
11/3/2014,3,November,"Sungai Lebir, Tualang",27.41,0.6,4,2,2
11/4/2014,4,November,"Sungai Lebir, Tualang",27.46,0.8,4,2,3
11/5/2014,5,November,"Sungai Lebir, Tualang",27.59,0.5,4,2,1
11/6/2014,6,November,"Sungai Lebir, Tualang",27.94,0.4,4,2,2
11/7/2014,7,November,"Sungai Lebir, Tualang",28.02,0.3,4,2,3
11/8/2014,8,November,"Sungai Lebir, Tualang",28.16,0.7,4,2,0
11/9/2014,9,November,"Sungai Lebir, Tualang",28.42,1.1,4,2,2
11/10/2014,10,November,"Sungai Lebir, Tualang",29.58,0.6,4,2,0
11/11/2014,11,November,"Sungai Lebir, Tualang",29.85,0.8,4,2,0
11/12/2014,12,November,"Sungai Lebir, Tualang",29.87,0.4,4,2,0
11/13/2014,13,November,"Sungai Lebir, Tualang",30,0.6,4,2,0
11/14/2014,14,November,"Sungai Lebir, Tualang",30.01,0.6,4,2,0
11/15/2014,15,November,"Sungai Lebir, Tualang",30.03,0.6,4,2,0
11/16/2014,16,November,"Sungai Lebir, Tualang",30.3,0.6,4,2,5
11/17/2014,17,November,"Sungai Lebir, Tualang",30.46,0.6,4,2,1
11/18/2014,18,November,"Sungai Lebir, Tualang",30.47,0.5,4,2,2
11/19/2014,19,November,"Sungai Lebir, Tualang",30.54,0.8,4,2,1
11/20/2014,20,November,"Sungai Lebir, Tualang",30.75,0.9,4,2,1
11/21/2014,21,November,"Sungai Lebir, Tualang",30.79,0.8,4,2,4
11/22/2014,22,November,"Sungai Lebir, Tualang",30.86,0.9,4,2,2
11/23/2014,23,November,"Sungai Lebir, Tualang",30.9,1.1,4,2,1
11/24/2014,24,November,"Sungai Lebir, Tualang",31.03,0.5,4,3,3
11/25/2014,25,November,"Sungai Lebir, Tualang",31.49,0.5,4,3,0
11/26/2014,26,November,"Sungai Lebir, Tualang",31.53,0.5,4,3,0
11/27/2014,27,November,"Sungai Lebir, Tualang",31.54,0.5,4,3,0
11/28/2014,28,November,"Sungai Lebir, Tualang",31.6,0.8,4,3,1
11/29/2014,29,November,"Sungai Lebir, Tualang",31.84,0.4,4,3,1
11/30/2014,30,November,"Sungai Lebir, Tualang",31.92,0.5,4,3,0
12/1/2014,1,December,"Sungai Lebir, Tualang",32.12,0.4,4,3,0
12/2/2014,2,December,"Sungai Lebir, Tualang",32.23,0.5,4,3,5
12/3/2014,3,December,"Sungai Lebir, Tualang",32.57,0.9,4,3,0
12/4/2014,4,December,"Sungai Lebir, Tualang",32.7,0.2,4,3,0
12/5/2014,5,December,"Sungai Lebir, Tualang",32.82,0.2,4,3,0
12/6/2014,6,December,"Sungai Lebir, Tualang",32.92,0.8,4,3,0
12/7/2014,7,December,"Sungai Lebir, Tualang",33,0.4,4,3,1
12/8/2014,8,December,"Sungai Lebir, Tualang",33.03,0.8,4,3,0
12/9/2014,9,December,"Sungai Lebir, Tualang",33.7,0.5,4,3,2
12/10/2014,10,December,"Sungai Lebir, Tualang",34.32,0.7,5,3,1
12/11/2014,11,December,"Sungai Lebir, Tualang",34.5,0.7,5,3,1
12/12/2014,12,December,"Sungai Lebir, Tualang",34.5,0.9,5,3,4
12/13/2014,13,December,"Sungai Lebir, Tualang",34.81,0.5,5,3,1
12/14/2014,14,December,"Sungai Lebir, Tualang",35.18,0.8,5,4,0
12/15/2014,15,December,"Sungai Lebir, Tualang",35.44,0.9,5,4,0
12/16/2014,16,December,"Sungai Lebir, Tualang",35.45,0.5,5,4,1
12/17/2014,17,December,"Sungai Lebir, Tualang",36.07,0.6,5,4,4
12/18/2014,18,December,"Sungai Lebir, Tualang",36.16,0.5,5,4,2
12/19/2014,19,December,"Sungai Lebir, Tualang",36.46,0.5,5,4,0
12/20/2014,20,December,"Sungai Lebir, Tualang",36.52,0.3,5,4,2
12/21/2014,21,December,"Sungai Lebir, Tualang",37.39,0.2,5,4,4
12/22/2014,22,December,"Sungai Lebir, Tualang",37.9,0.5,5,4,2
12/23/2014,23,December,"Sungai Lebir, Tualang",38.13,0.1,5,4,0
12/24/2014,24,December,"Sungai Lebir, Tualang",38.14,0.6,5,4,5
12/25/2014,25,December,"Sungai Lebir, Tualang",38.48,0.6,5,4,0
12/26/2014,26,December,"Sungai Lebir, Tualang",38.53,0.6,5,4,0
12/27/2014,27,December,"Sungai Lebir, Tualang",40.62,0.5,5,4,0
12/28/2014,28,December,"Sungai Lebir, Tualang",41.32,0.4,5,4,0
12/29/2014,29,December,"Sungai Lebir, Tualang",42.17,0.1,6,4,0
12/30/2014,30,December,"Sungai Lebir, Tualang",45.5,0.4,6,4,5
12/31/2014,31,December,"Sungai Lebir, Tualang",46.7,0.3,6,4,1
1/1/2013,1,January,"Sungai Kelantan, Tangga Krai",27,12,6,4,1
1/2/2013,2,January,"Sungai Kelantan, Tangga Krai",27,8,6,4,0
1/3/2013,3,January,"Sungai Kelantan, Tangga Krai",27,14,6,4,3
1/4/2013,4,January,"Sungai Kelantan, Tangga Krai",27,12,6,4,1
1/5/2013,5,January,"Sungai Kelantan, Tangga Krai",27,15,6,4,2
1/6/2013,6,January,"Sungai Kelantan, Tangga Krai",27,1,6,4,1
1/7/2013,7,January,"Sungai Kelantan, Tangga Krai",27,4,6,4,3
1/8/2013,8,January,"Sungai Kelantan, Tangga Krai",27,0,6,4,2
1/9/2013,9,January,"Sungai Kelantan, Tangga Krai",27,4,6,4,3
1/10/2013,10,January,"Sungai Kelantan, Tangga Krai",27,9,6,4,0
1/11/2013,11,January,"Sungai Kelantan, Tangga Krai",27,2,6,4,2
1/12/2013,12,January,"Sungai Kelantan, Tangga Krai",27,0,6,4,4
1/13/2013,13,January,"Sungai Kelantan, Tangga Krai",26,18,6,4,0
1/14/2013,14,January,"Sungai Kelantan, Tangga Krai",26,12,6,4,4
1/15/2013,15,January,"Sungai Kelantan, Tangga Krai",26,2,6,4,1
1/16/2013,16,January,"Sungai Kelantan, Tangga Krai",26,7,6,4,0
1/17/2013,17,January,"Sungai Kelantan, Tangga Krai",26,21,6,4,5
1/18/2013,18,January,"Sungai Kelantan, Tangga Krai",26,1,6,4,1
1/19/2013,19,January,"Sungai Kelantan, Tangga Krai",26,1,6,4,3
1/20/2013,20,January,"Sungai Kelantan, Tangga Krai",26,3,6,4,0
1/21/2013,21,January,"Sungai Kelantan, Tangga Krai",26,10,6,4,1
1/22/2013,22,January,"Sungai Kelantan, Tangga Krai",26,17,6,4,0
1/23/2013,23,January,"Sungai Kelantan, Tangga Krai",26,5,6,4,0
1/24/2013,24,January,"Sungai Kelantan, Tangga Krai",26,4,6,4,0
1/25/2013,25,January,"Sungai Kelantan, Tangga Krai",26,5,6,4,2
1/26/2013,26,January,"Sungai Kelantan, Tangga Krai",26,19,6,4,2
1/27/2013,27,January,"Sungai Kelantan, Tangga Krai",26,7,6,4,1
1/28/2013,28,January,"Sungai Kelantan, Tangga Krai",26,17,6,4,2
1/29/2013,29,January,"Sungai Kelantan, Tangga Krai",26,18,6,4,0
